#==================== 通用字符串 ====================#
sheet_task.title.20104 = 点金手
sheet_task.title.20105 = 每日副本挑战
sheet_task.title.20106 = 世界树挑战
sheet_task.title.20107 = 远征重置
sheet_task.title.20108 = 竞技场挑战
sheet_task.title.20109 = 英雄探险
sheet_task.title.20110 = 英雄召唤
sheet_task.title.20111 = 道具抽取
sheet_task.title.20113 = 体力消耗
sheet_task.title.30001 = 通关副本

sheet_task.title.30301 = 通关副本

sheet_task.title.51001 = 每日首充
sheet_task.title.51002 = 行动力消耗
sheet_task.title.51003 = 每日副本挑战
sheet_task.title.51004 = 账号等级
sheet_task.title.51005 = 账号等级
sheet_task.title.51006 = 账号等级
sheet_task.title.51007 = 账号等级
sheet_task.title.51008 = 账号等级
sheet_task.title.51009 = 通关副本
sheet_task.title.51010 = 通关副本
sheet_task.title.51011 = 通关副本
sheet_task.title.51012 = 通关副本
sheet_task.title.51013 = 通关副本
sheet_task.title.52001 = 每日首充
sheet_task.title.52002 = 行动力消耗
sheet_task.title.52003 = 每日副本挑战
sheet_task.title.52004 = 竞技场挑战
sheet_task.title.52005 = 竞技场挑战
sheet_task.title.52006 = 竞技场挑战
sheet_task.title.52007 = 竞技场挑战
sheet_task.title.52008 = 竞技场挑战
sheet_task.title.52009 = 装备强化
sheet_task.title.52010 = 装备强化
sheet_task.title.52011 = 装备强化
sheet_task.title.52012 = 装备强化
sheet_task.title.52013 = 装备强化
sheet_task.title.53001 = 每日首充
sheet_task.title.53002 = 行动力消耗
sheet_task.title.53003 = 每日副本挑战
sheet_task.title.53004 = 竞技场荣誉
sheet_task.title.53005 = 竞技场荣誉
sheet_task.title.53006 = 竞技场荣誉
sheet_task.title.53007 = 竞技场荣誉
sheet_task.title.53008 = 竞技场荣誉
sheet_task.title.53009 = 副本扫荡
sheet_task.title.53010 = 副本扫荡
sheet_task.title.53011 = 副本扫荡
sheet_task.title.53012 = 副本扫荡
sheet_task.title.53013 = 副本扫荡
sheet_task.title.54001 = 每日首充
sheet_task.title.54002 = 行动力消耗
sheet_task.title.54003 = 每日副本挑战
sheet_task.title.54004 = 搜集装备
sheet_task.title.54005 = 搜集装备
sheet_task.title.54006 = 搜集装备
sheet_task.title.54007 = 搜集装备
sheet_task.title.54008 = 搜集装备
sheet_task.title.54009 = 搜集英雄
sheet_task.title.54010 = 搜集英雄
sheet_task.title.54011 = 搜集英雄
sheet_task.title.54012 = 搜集英雄
sheet_task.title.54013 = 搜集英雄
sheet_task.title.55001 = 每日首充
sheet_task.title.55002 = 行动力消耗
sheet_task.title.55003 = 每日副本挑战
sheet_task.title.55004 = 金币消耗
sheet_task.title.55005 = 金币消耗
sheet_task.title.55006 = 金币消耗
sheet_task.title.55007 = 金币消耗
sheet_task.title.55008 = 金币消耗
sheet_task.title.55009 = 招募伙伴
sheet_task.title.55010 = 招募伙伴
sheet_task.title.55011 = 招募伙伴
sheet_task.title.55012 = 招募伙伴
sheet_task.title.55013 = 招募伙伴
sheet_task.title.56001 = 每日首充
sheet_task.title.56002 = 行动力消耗
sheet_task.title.56003 = 每日副本挑战
sheet_task.title.56004 = 探险历练
sheet_task.title.56005 = 探险历练
sheet_task.title.56006 = 探险历练
sheet_task.title.56007 = 探险历练
sheet_task.title.56008 = 探险历练
sheet_task.title.56009 = 世界树
sheet_task.title.56010 = 世界树
sheet_task.title.56011 = 世界树
sheet_task.title.56012 = 世界树
sheet_task.title.56013 = 世界树
sheet_task.title.57001 = 每日首充
sheet_task.title.57002 = 行动力消耗
sheet_task.title.57003 = 每日副本挑战
sheet_task.title.57004 = 矿战占领
sheet_task.title.57005 = 矿战占领
sheet_task.title.57006 = 矿战占领
sheet_task.title.57007 = 矿战占领
sheet_task.title.57008 = 矿战占领
sheet_task.title.57009 = 矿战掠夺
sheet_task.title.57010 = 矿战掠夺
sheet_task.title.57011 = 矿战掠夺
sheet_task.title.57012 = 矿战掠夺
sheet_task.title.57013 = 矿战掠夺









sheet_task.des.10201 = 账号等级达到5级
sheet_task.des.10202 = 账号等级达到10级
sheet_task.des.10203 = 账号等级达到15级
sheet_task.des.10204 = 账号等级达到20级
sheet_task.des.10205 = 账号等级达到25级
sheet_task.des.10206 = 账号等级达到30级
sheet_task.des.10207 = 账号等级达到35级
sheet_task.des.10208 = 账号等级达到40级
sheet_task.des.10209 = 账号等级达到45级
sheet_task.des.10210 = 账号等级达到50级
sheet_task.des.10211 = 账号等级达到55级
sheet_task.des.10212 = 账号等级达到60级
sheet_task.des.10301 = 1个30级英雄
sheet_task.des.10302 = 1个40级英雄
sheet_task.des.10303 = 1个50级英雄
sheet_task.des.10304 = 1个60级英雄
sheet_task.des.10305 = 2个60级英雄
sheet_task.des.10306 = 3个60级英雄
sheet_task.des.10307 = 4个60级英雄
sheet_task.des.10308 = 5个60级英雄
sheet_task.des.10401 = 累计胜利10次
sheet_task.des.10402 = 累计胜利50次
sheet_task.des.10403 = 累计胜利100次
sheet_task.des.10404 = 累计胜利300次
sheet_task.des.10405 = 累计胜利500次
sheet_task.des.10501 = 累计战斗10次
sheet_task.des.10502 = 累计战斗50次
sheet_task.des.10503 = 累计战斗100次
sheet_task.des.10504 = 累计战斗30次
sheet_task.des.10505 = 累计战斗500次
sheet_task.des.10601 = 累计拥有金币10000
sheet_task.des.10602 = 累计拥有金币50000
sheet_task.des.10603 = 累计拥有金币100000
sheet_task.des.10604 = 累计拥有金币500000
sheet_task.des.10605 = 累计拥有金币1000000
sheet_task.des.10606 = 累计拥有金币5000000
sheet_task.des.10701 = 累计十连抽2次
sheet_task.des.10702 = 累计十连抽5次
sheet_task.des.10703 = 累计十连抽7次
sheet_task.des.10704 = 累计十连抽10次
sheet_task.des.10705 = 累计十连抽15次
sheet_task.des.10706 = 累计十连抽20次
sheet_task.des.10801 = 达到世界树5层
sheet_task.des.10802 = 达到世界树10层
sheet_task.des.10803 = 达到世界树15层
sheet_task.des.10804 = 达到世界树20层
sheet_task.des.10805 = 达到世界树25层
sheet_task.des.10806 = 达到世界树30层
sheet_task.des.10807 = 达到世界树35层
sheet_task.des.10808 = 达到世界树40层
sheet_task.des.10809 = 达到世界树45层
sheet_task.des.10810 = 达到世界树50层
sheet_task.des.10811 = 达到世界树55层
sheet_task.des.10812 = 达到世界树60层
sheet_task.des.10813 = 达到世界树65层
sheet_task.des.10814 = 达到世界树70层
sheet_task.des.10901 = 1个伙伴突破1次
sheet_task.des.10902 = 1个伙伴突破2次
sheet_task.des.10903 = 1个伙伴突破3次
sheet_task.des.10904 = 2个伙伴突破1次
sheet_task.des.10905 = 2个伙伴突破2次
sheet_task.des.10906 = 2个伙伴突破3次
sheet_task.des.10907 = 3个伙伴突破3次
sheet_task.des.10908 = 4个伙伴突破3次
sheet_task.des.10909 = 5个伙伴突破3次
sheet_task.des.10910 = 8个伙伴突破3次
sheet_task.des.10911 = 10个伙伴突破3次
sheet_task.des.11001 = 1个5星英雄
sheet_task.des.11002 = 2个5星英雄
sheet_task.des.11003 = 1个6星英雄
sheet_task.des.11004 = 2个6星英雄
sheet_task.des.11005 = 3个6星英雄
sheet_task.des.11006 = 4个6星英雄
sheet_task.des.11007 = 5个6星英雄
sheet_task.des.11008 = 10个6星英雄
sheet_task.des.11101 = 累计拥有荣誉10000
sheet_task.des.11102 = 累计拥有荣誉50000
sheet_task.des.11103 = 累计拥有荣誉150000
sheet_task.des.11104 = 累计拥有荣誉300000
sheet_task.des.11105 = 累计拥有荣誉600000
sheet_task.des.11106 = 累计拥有荣誉1200000
sheet_task.des.11201 = 累计拥有远征币10000
sheet_task.des.11202 = 累计拥有远征币50000
sheet_task.des.11203 = 累计拥有远征币150000
sheet_task.des.11204 = 累计拥有远征币300000
sheet_task.des.11205 = 累计拥有远征币600000
sheet_task.des.11206 = 累计拥有远征币1200000
sheet_task.des.11301 = 强化装备10次
sheet_task.des.11302 = 强化装备20次
sheet_task.des.11303 = 强化装备50次
sheet_task.des.11304 = 强化装备100次
sheet_task.des.11305 = 强化装备500次
sheet_task.des.11306 = 强化装备1000次
sheet_task.des.11401 = 1件6星装备
sheet_task.des.11402 = 2件6星装备
sheet_task.des.11403 = 3件6星装备
sheet_task.des.11404 = 4件6星装备
sheet_task.des.11405 = 5件6星装备
sheet_task.des.11406 = 6件6星装备
sheet_task.des.11407 = 8件6星装备
sheet_task.des.11408 = 10件6星装备
sheet_task.des.11501 = 拥有1颗3级生命宝石
sheet_task.des.11502 = 拥有2颗3级生命宝石
sheet_task.des.11503 = 拥有1颗4级生命宝石
sheet_task.des.11504 = 拥有2颗4级生命宝石
sheet_task.des.11505 = 拥有1颗5级生命宝石
sheet_task.des.11506 = 拥有2颗5级生命宝石
sheet_task.des.11507 = 拥有3颗5级生命宝石
sheet_task.des.11508 = 拥有5颗5级生命宝石
sheet_task.des.20101 = 扫荡关卡3次
sheet_task.des.20102 = 英雄强化1次
sheet_task.des.20103 = 购买体力1次
sheet_task.des.20104 = 使用点金手2次
sheet_task.des.20105 = 每日副本挑战1次
sheet_task.des.20106 = 世界树挑战1次
sheet_task.des.20107 = 远征重置1次
sheet_task.des.20108 = 竞技场挑战3次
sheet_task.des.20109 = 探险2次
sheet_task.des.20110 = 英雄召唤1次
sheet_task.des.20111 = 道具抽取1次
sheet_task.des.20113 = 体力消耗50点

sheet_task.des.30301 = 通关简单1-1
sheet_task.des.4001 = 帐号等级达到1级
sheet_task.des.4002 = 帐号等级达到5级
sheet_task.des.4003 = 帐号等级达到10级
sheet_task.des.4004 = 帐号等级达到15级
sheet_task.des.4005 = 帐号等级达到20级
sheet_task.des.4006 = 帐号等级达到25级
sheet_task.des.4007 = 帐号等级达到30级
sheet_task.des.4008 = 帐号等级达到35级
sheet_task.des.4009 = 帐号等级达到40级
sheet_task.des.4010 = 帐号等级达到45级
sheet_task.des.4011 = 帐号等级达到50级


sheet_task.des.30001 = 通关简单难度副本1-2
sheet_task.des.30002 = 通关简单难度副本1-5
sheet_task.des.30003 = 通关简单难度副本2-4
sheet_task.des.30004 = 通关简单难度副本2-7
sheet_task.des.30005 = 通关简单难度副本3-4
sheet_task.des.30006 = 通关简单难度副本3-8
sheet_task.des.30007 = 通关简单难度副本4-3
sheet_task.des.30008 = 通关简单难度副本4-6
sheet_task.des.30009 = 通关简单难度副本4-9
sheet_task.des.30010 = 通关简单难度副本5-3
sheet_task.des.30011 = 通关简单难度副本5-6
sheet_task.des.30012 = 通关简单难度副本5-10
sheet_task.des.30013 = 通关简单难度副本6-3
sheet_task.des.30014 = 通关简单难度副本6-6
sheet_task.des.30015 = 通关简单难度副本6-10
sheet_task.des.30016 = 通关简单难度副本7-3
sheet_task.des.30017 = 通关简单难度副本7-7
sheet_task.des.30018 = 通关简单难度副本7-11
sheet_task.des.30019 = 通关简单难度副本8-4
sheet_task.des.30020 = 通关简单难度副本8-8
sheet_task.des.30021 = 通关简单难度副本8-12
sheet_task.des.30022 = 通关简单难度副本9-4
sheet_task.des.30023 = 通关简单难度副本9-8
sheet_task.des.30024 = 通关简单难度副本9-12
sheet_task.des.30025 = 通关简单难度副本10-4
sheet_task.des.30026 = 通关简单难度副本10-8
sheet_task.des.30027 = 通关简单难度副本10-12
sheet_task.des.30028 = 通关普通难度副本1-2
sheet_task.des.30029 = 通关普通难度副本1-5
sheet_task.des.30030 = 通关普通难度副本2-4
sheet_task.des.30031 = 通关普通难度副本2-7
sheet_task.des.30032 = 通关普通难度副本3-4
sheet_task.des.30033 = 通关普通难度副本3-8
sheet_task.des.30034 = 通关普通难度副本4-3
sheet_task.des.30035 = 通关普通难度副本4-6
sheet_task.des.30036 = 通关普通难度副本4-9
sheet_task.des.30037 = 通关普通难度副本5-3
sheet_task.des.30038 = 通关普通难度副本5-6
sheet_task.des.30039 = 通关普通难度副本5-10
sheet_task.des.30040 = 通关普通难度副本6-3
sheet_task.des.30041 = 通关普通难度副本6-6
sheet_task.des.30042 = 通关普通难度副本6-10
sheet_task.des.30043 = 通关普通难度副本7-3
sheet_task.des.30044 = 通关普通难度副本7-7
sheet_task.des.30045 = 通关普通难度副本7-11
sheet_task.des.30046 = 通关普通难度副本8-4
sheet_task.des.30047 = 通关普通难度副本8-8
sheet_task.des.30048 = 通关普通难度副本8-12
sheet_task.des.30049 = 通关普通难度副本9-4
sheet_task.des.30050 = 通关普通难度副本9-8
sheet_task.des.30051 = 通关普通难度副本9-12
sheet_task.des.30052 = 通关普通难度副本10-4
sheet_task.des.30053 = 通关普通难度副本10-8
sheet_task.des.30054 = 通关普通难度副本10-12
sheet_task.des.30055 = 通关困难难度副本1-2
sheet_task.des.30056 = 通关困难难度副本1-5
sheet_task.des.30057 = 通关困难难度副本2-4
sheet_task.des.30058 = 通关困难难度副本2-7
sheet_task.des.30059 = 通关困难难度副本3-4
sheet_task.des.30060 = 通关困难难度副本3-8
sheet_task.des.30061 = 通关困难难度副本4-3
sheet_task.des.30062 = 通关困难难度副本4-6
sheet_task.des.30063 = 通关困难难度副本4-9
sheet_task.des.30064 = 通关困难难度副本5-3
sheet_task.des.30065 = 通关困难难度副本5-6
sheet_task.des.30066 = 通关困难难度副本5-10
sheet_task.des.30067 = 通关困难难度副本6-3
sheet_task.des.30068 = 通关困难难度副本6-6
sheet_task.des.30069 = 通关困难难度副本6-10
sheet_task.des.30070 = 通关困难难度副本7-3
sheet_task.des.30071 = 通关困难难度副本7-7
sheet_task.des.30072 = 通关困难难度副本7-11
sheet_task.des.30073 = 通关困难难度副本8-4
sheet_task.des.30074 = 通关困难难度副本8-8
sheet_task.des.30075 = 通关困难难度副本8-12
sheet_task.des.30076 = 通关困难难度副本9-4
sheet_task.des.30077 = 通关困难难度副本9-8
sheet_task.des.30078 = 通关困难难度副本9-12
sheet_task.des.30079 = 通关困难难度副本10-4
sheet_task.des.30080 = 通关困难难度副本10-8
sheet_task.des.30081 = 通关困难难度副本10-12


sheet_task.des.51001 = 每日首充
sheet_task.des.51002 = 每日行动力消耗100点
sheet_task.des.51003 = 每日副本挑战1次
sheet_task.des.51004 = 帐号等级达到10级
sheet_task.des.51005 = 帐号等级达到20级
sheet_task.des.51006 = 帐号等级达到30级
